user_id,target,name,sex,dob,location,location_population,location_from,location_from_population,occupation,hobbies,daily_commute,friends_number,relationship_status,education,credit_card_type
180,0,Ida,,2000-02-01,Piła,73791,Piła,73791,"Subsistence farmers, fishers, hunters and gatherers",Embroidery,97,187,Single,5,Visa
181,0,Adelajda,female,1997-03-25,Świętochłowice,50385,Warszawa,1764615,Food preparation assistants,"Fitness,Crossfit,Taxidermy,Lego building,Embroidery",67,23,Married,4,Visa
182,0,Bronisław,,1972-02-15,Szczecin,403883,Szczecin,403883,Non-commissioned armed forces officers,"Sand art,Baseball",10,103,Married with kids,4,Mastercard
183,0,Franciszka,female,1978-02-14,Kraków,767348,Kraków,767348,Production and specialised services managers,"Gym,Driving,Urban exploration",13,111,Married,4,Visa
184,0,Emil,,1994-11-16,Wisła,11106,Kraśnik,34821,"Legal, social and cultural professionals","Flag Football,Puzzles",58,158,Single,2,Mastercard
185,0,Franciszek,male,1980-01-26,Inowrocław,73577,Szczecin,403883,Handicraft and printing workers,"Kabaddi,Board games",32,363,In relationship,5,Mastercard
186,0,Hubert,,1973-06-04,Ząbki,35770,Ząbki,35770,"Market-oriented skilled forestry, fishery and hunting workers","Graffiti,Tai chi,Mountain biking",,136,Married with kids,3,Mastercard
187,0,Erwina,female,2000-09-04,Ustka,15709,Ustka,15709,Protective services workers,,21,254,Married with kids,4,Mastercard
188,0,Bazyli,male,1961-10-26,Konin,74834,Częstochowa,224376,Personal care workers,,51,158,Single,4,Mastercard
189,0,Erwin,,1983-11-22,Warszawa,1764615,Olsztyn,173070,Health associate professionals,"Crossfit,Rowing,3D printing",29,255,In relationship,4,Visa
190,0,Brygida,female,,Gdynia,246306,Kosów Lacki,2120,Drivers and mobile plant operators,"Weightlifting,Taekwondo,Flag Football",31,362,Married with kids,,Mastercard
191,0,Angelika,female,1969-11-01,Toruń,202562,Olkusz,35921,"Legal, social, cultural and related associate professionals",Kettleballs,17,364,Married with kids,2,Mastercard
192,0,Greta,female,1973-12-25,Białystok,297288,Białystok,297288,"Hospitality, retail and other services managers","Weightlifting,Backpacking",41,330,Married,,
193,0,Grzegorz,,1969-03-06,Reda,25102,Warszawa,1764615,Science and engineering associate professionals,"Bodybuilding,Crossfit,Painting,Slacklining",22,246,,3,
194,0,Daniela,female,,Koluszki,13148,Bytom,168394,Science and engineering associate professionals,Shooting,80,106,In relationship,4,Visa
195,0,Błażej,male,,Słupsk,91465,Słupsk,91465,Stationary plant and machine operators,Kitesurfing,,327,Married,5,Visa
196,0,Idzi,male,1968-11-17,Radom,214566,Radom,214566,Business and administration associate professionals,"Gambling,Photography",45,202,In relationship,5,Visa
197,1,Agnieszka,female,2000-05-03,Dąbrowa Tarnowska,11924,Dąbrowa Tarnowska,11924,Information and communications technology professionals,"Rowing,Yo-yoing,Writing",86,259,Married,6,Visa
198,0,Edyta,female,,Wrocław,638586,Lubsko,14182,Science and engineering professionals,,,263,,4,Visa
199,0,Bożena,female,1947-02-08,Warszawa,1764615,Knurów,38594,Stationary plant and machine operators,"Sketching,Embroidery,Machining",69,212,Married with kids,3,Mastercard
200,0,Izolda,female,1990-11-25,Tychy,128211,Tychy,128211,Teaching professionals,"Bodybuilding,Quilting,Lapidary,Geocaching",67,222,Single,1,
201,0,Emil,male,1975-07-10,Poznań,538633,Poznań,538633,Business and administration professionals,Stretching,99,324,In relationship,5,Visa
202,0,Arnold,,,Gdynia,246306,Gdynia,246306,"Metal, machinery and related trades workers","Running,Vacation,Board games",94,71,Divorced,,Mastercard
203,0,Donata,female,1983-01-11,Witnica,6821,Witnica,6821,Teaching professionals,"Cardio,Fashion,Cosplaying",,235,Married with kids,4,Mastercard
204,0,Danuta,female,1984-11-07,Goleniów,22553,Goleniów,22553,"Chief executives, senior officials and legislators","Rowing,Weightlifting,Stand-up comedy,Knapping,Cryptography",,270,Divorced,5,Mastercard
205,0,Herbert,male,1989-11-25,Wronki,11293,Wronki,11293,"Legal, social and cultural professionals",,84,203,Single,4,Mastercard
206,0,Izolda,female,2000-06-28,Zabrze,174349,Warszawa,1764615,"Food processing, wood working, garment and other craft and related trades workers",,47,226,Married,3,Visa
207,0,Aurelian,male,1990-05-20,Warszawa,1764615,Warszawa,1764615,Numerical and material recording clerks,,24,115,Married with kids,1,Mastercard
208,1,Feliks,male,1956-09-25,Łańcut,17777,Łańcut,17777,Personal service workers,Quilting,3,191,In relationship,4,Mastercard
209,0,Bożena,female,1991-07-19,Brzeszcze,11345,Brzeszcze,11345,Cleaners and helpers,"Cosplaying,Crocheting",99,277,Married with kids,5,Visa
210,0,Adelajda,female,1967-12-01,Biała Rawska,3206,Biała Rawska,3206,Customer services clerks,"Power bike,Stretching,Urban exploration",44,253,Married,4,Mastercard
211,0,Anzelm,male,1991-01-24,Witnica,6821,Witnica,6821,Health professionals,"Badminton,Book restoration,Taxidermy,Driving",50,95,In relationship,2,Mastercard
212,1,Jacek,male,1978-08-18,Wałcz,25533,Wrocław,638586,Assemblers,"Squash,Calligraphy",14,162,,2,Mastercard
213,1,Gerwazy,male,1971-10-23,Wrocław,638586,Szczecin,403883,"Metal, machinery and related trades workers","Rowing,Fitness,Reading,Skateboarding,Jogging",99,224,In relationship,6,Visa
214,0,Bernardeta,female,1969-07-07,Bielawa,30207,Bielawa,30207,Business and administration professionals,,94,247,Married,2,Mastercard
215,0,Bronisława,female,1991-09-22,Ińsko,1965,Ińsko,1965,"Labourers in mining, construction, manufacturing and transport",Vacation,96,0,Married with kids,4,Mastercard
216,0,Fryderyk,male,1961-10-30,Bydgoszcz,352313,Legnica,100324,Electrical and electronic trades workers,,47,318,In relationship,6,Mastercard
217,0,Apollo,male,1968-08-14,Ełk,61523,Pruszków,61237,"Armed forces occupations, other ranks","Bird watching,Foraging",17,165,Married with kids,5,Visa
218,1,Emilian,male,1978-05-11,Kraków,767348,Kraków,767348,Information and communications technology professionals,"Stretching,Letterboxing,Cycling",63,156,,2,
219,0,Jadwiga,female,1978-10-06,Warszawa,1764615,Łochów,6848,Handicraft and printing workers,"Stretching,Water sports,Scuba diving",64,203,,5,Visa
220,0,Hanna,female,1972-04-08,Szczecin,403883,Szczecin,403883,Handicraft and printing workers,"Cosplaying,Backpacking,Quilting",33,151,Married,3,Visa
221,0,Edyta,,1982-12-10,Zgorzelec,30738,Kraków,767348,Personal service workers,,49,127,Married with kids,3,Visa
222,0,,male,2000-12-29,Żagań,26148,Bielsko-Biała,171505,Drivers and mobile plant operators,"Kettleballs,Stretching,Juggling",55,98,Married with kids,2,Visa
223,0,Hubert,,1964-09-10,Tomaszów Mazowiecki,63238,Ciechanów,44303,Personal care workers,Power bike,70,201,In relationship,4,Revolut
224,1,Honorata,female,2000-06-08,Pisz,19386,Dzierżoniów,33653,"Food processing, wood working, garment and other craft and related trades workers",Metal detecting,85,217,,4,Visa
225,0,Adam,male,1971-04-18,Czerwionka-Leszczyny,28329,Chorzów,109021,"Legal, social, cultural and related associate professionals",,91,89,Married,3,
226,1,Dominik,,1991-01-23,Warszawa,1764615,Olsztyn,173070,Commissioned armed forces officers,"Bodybuilding,Yoga,Hunting",58,236,,4,Visa
227,0,Halina,female,1998-03-20,Warszawa,1764615,Warszawa,1764615,"Labourers in mining, construction, manufacturing and transport","Stretching,Puzzles,Lapidary,Knapping",94,274,,5,Visa
228,0,Gerarda,female,1956-02-13,Łódź,690422,Kielce,196804,"Metal, machinery and related trades workers",,88,283,Married,,Visa
229,1,Błażej,,2000-07-15,Ostrowiec Świętokrzyski,69852,Ostrowiec Świętokrzyski,69852,Numerical and material recording clerks,"Kettleballs,Stretching,Kite flying",88,209,Single,4,Mastercard
230,0,Cecylia,female,1961-12-13,Włocławek,111752,Włocławek,111752,Customer services clerks,"Weightlifting,Power bike,Candle making,Kitesurfing",37,184,,5,Visa
231,0,Amelia,female,1990-05-10,Poznań,538633,Strzelce Opolskie,18057,Personal care workers,"Crossfit,Jewelry making",66,160,Married,3,
232,0,Ernest,male,1978-04-30,Jelcz-Laskowice,15867,Łódź,690422,Personal service workers,Tai chi,,165,In relationship,5,Visa
233,0,Daniel,male,1967-12-21,Poznań,538633,Poznań,538633,Information and communications technology professionals,Urban exploration,,155,Married,2,Mastercard
234,1,Barbara,,1999-08-19,Złotów,18441,Złotów,18441,Stationary plant and machine operators,"Kettleballs,Rowing",10,189,Divorced,3,Visa
235,0,Henryka,female,2000-04-27,Olkusz,35921,Tczew,60257,Protective services workers,Rowing,23,182,Married,3,Visa
236,1,Alicja,female,1995-10-10,Biała Podlaska,57545,Strzelce Opolskie,18057,"Building and related trades workers, excluding electricians","Badminton,Rugby,Pottery",62,257,In relationship,5,Visa
237,0,Inga,female,1960-05-05,Sosnowiec,204013,Sosnowiec,204013,Assemblers,"Geocaching,Cabaret,Motor sports",91,174,Married,2,Mastercard
238,0,Aurelian,,1972-11-08,Warszawa,1764615,Ostróda,33243,Electrical and electronic trades workers,"Gym,Cycling",82,0,In relationship,5,Revolut
239,0,Bartosz,male,1995-12-28,Koluszki,13148,Dąbrowa Górnicza,121121,General and keyboard clerks,,,195,In relationship,5,
240,0,Dominika,female,1983-03-03,Warszawa,1764615,Rumia,48632,Electrical and electronic trades workers,"Calligraphy,Driving",40,38,Married with kids,5,Mastercard
241,1,Andrzej,male,,Bielsk Podlaski,25611,Pszczyna,25906,"Hospitality, retail and other services managers","Power bike,Skateboarding",6,175,,4,Visa
242,0,Arlena,female,1968-10-21,Rabka-Zdrój,12883,Szczecin,403883,Administrative and commercial managers,Shooting,,294,,,Visa
243,1,Fabian,,1992-05-09,Warszawa,1764615,Ożarów,4594,Market-oriented skilled agricultural workers,"Badminton,Poi",86,189,Single,4,Visa
244,0,Fabian,,1943-10-05,Koronowo,11230,Stary Sącz,9020,Commissioned armed forces officers,"Power bike,Lego building",68,177,,3,Mastercard
245,1,Iwo,male,1962-09-21,Warszawa,1764615,Niemcza,2981,"Building and related trades workers, excluding electricians","Embroidery,Orienteering,Scouting",15,156,In relationship,3,Mastercard
246,1,Felicjan,male,1971-11-26,Legionowo,54041,Białobrzegi,7015,Production and specialised services managers,"Weightlifting,Rugby",91,181,In relationship,,Mastercard
247,0,Izydor,male,1967-08-27,Biłgoraj,26550,Biłgoraj,26550,"Building and related trades workers, excluding electricians",Rafting,,236,Married with kids,5,Visa
248,1,Gerard,male,2000-02-13,Łódź,690422,Tarnów,109650,Handicraft and printing workers,"Gym,Sketching,Rock climbing",,244,Single,5,Mastercard
249,0,Alina,female,1972-12-19,Legionowo,54041,Legionowo,54041,Information and communications technology professionals,"Coloring,Soapmaking,Foreign language learning",18,287,Married with kids,4,Visa
250,1,Irma,female,2000-05-16,Tychy,128211,Tychy,128211,Handicraft and printing workers,Drama,90,186,,4,Mastercard
251,0,Alina,female,,Dzierżoniów,33653,Warszawa,1764615,"Armed forces occupations, other ranks","Rowing,Stretching,Cosplaying",39,110,Married,6,Visa
252,1,Cezary,male,2000-09-01,Radlin,17861,Wrocław,638586,Administrative and commercial managers,"Fitness,Squash,Acting",,155,Single,5,Mastercard
253,0,Bartosz,,1977-10-07,Głogów,68179,Warszawa,1764615,Electrical and electronic trades workers,"Power bike,Cabaret",70,376,Married with kids,3,Visa
254,0,Izolda,female,1979-09-10,Częstochowa,224376,Częstochowa,224376,Assemblers,"Astronomy,Coffee roasting,Drama",,93,In relationship,3,Visa
255,0,Izolda,female,1978-06-15,Warszawa,1764615,Radom,214566,"Building and related trades workers, excluding electricians",Bodybuilding,58,160,Single,,Visa
256,0,Celestyna,female,1972-10-11,Kraków,767348,Kraków,767348,Protective services workers,Leather crafting,16,109,Married,2,Mastercard
257,0,Ida,female,1950-08-08,Olesno,9400,Brzeg,36110,Administrative and commercial managers,"Fitness,Cardio,Graffiti,Web surfing",,67,In relationship,3,Visa
258,1,Balbina,female,1978-02-08,Włocławek,111752,Bydgoszcz,352313,"Armed forces occupations, other ranks","Weightlifting,Gym,Bird watching",90,170,,4,Visa
259,0,Diana,female,1963-05-16,Siemiatycze,14590,Poznań,538633,Food preparation assistants,"Urban exploration,Gambling",35,64,Married with kids,3,Mastercard
260,0,Aleksandra,female,1980-05-22,Bydgoszcz,352313,Zwoleń,7855,Teaching professionals,"Kettleballs,Swimming,Gambling,Electronics",,105,Divorced,,Mastercard
261,1,Emanuel,male,2000-06-14,Gdynia,246306,Gdynia,246306,Production and specialised services managers,,79,161,Single,4,Visa
262,0,Egon,male,1963-12-19,Ząbki,35770,Ząbki,35770,"Metal, machinery and related trades workers","Crossfit,Gardening,Pottery",74,312,Married with kids,6,Visa
263,0,Bartłomiej,male,1975-01-14,Krosno,46600,Krosno,46600,Customer services clerks,"Cardio,Cooking",83,221,Married,4,Visa
264,0,Bogdan,,1991-02-14,Szczecin,403883,Zabrze,174349,Personal service workers,"Worldbuilding,Gaming",32,163,Married,5,Mastercard
265,1,Adelajda,female,1978-05-15,Gryfino,21393,Łódź,690422,"Hospitality, retail and other services managers","Gym,Stretching,Acting",,217,In relationship,4,Mastercard
266,0,Emanuel,male,1951-12-24,Żuromin,8941,Łódź,690422,Refuse workers and other elementary workers,,89,350,In relationship,3,Visa
267,0,Celina,female,1994-03-12,Stargard,68195,Wschowa,14084,Administrative and commercial managers,Origami,68,189,Married with kids,3,Visa
268,0,Anna,female,1967-01-01,Świerzawa,2315,Poznań,538633,"Hospitality, retail and other services managers","Scuba diving,Dance,Mushroom hunting",72,119,In relationship,3,Mastercard
269,0,Arlena,female,1972-08-13,Będzin,57343,Będzin,57343,Protective services workers,Surfing,22,223,Married with kids,3,Mastercard
270,0,Celestyn,male,1955-01-15,Bielsko-Biała,171505,Bielsko-Biała,171505,Science and engineering associate professionals,"Sudoku,Web surfing,3D printing",92,157,,,Revolut
271,0,Emiliana,female,1987-11-14,Warszawa,1764615,Warszawa,1764615,Health associate professionals,"Stretching,Air sports",,264,Married with kids,,
272,0,Agata,female,1993-01-06,Lublin,339850,Lublin,339850,Customer services clerks,Geocaching,17,224,Married,5,Mastercard
273,0,Gertruda,female,1983-01-20,Wrocław,638586,Pionki,18618,"Subsistence farmers, fishers, hunters and gatherers","Shopping,Brazilian jiu-jitsu",33,106,Single,3,Visa
274,0,Bogdana,female,1999-11-27,Jasło,35445,Jasło,35445,"Market-oriented skilled forestry, fishery and hunting workers","Badminton,Rappelling",24,381,Divorced,3,Revolut
275,0,Aleksandra,female,1988-03-16,Rumia,48632,Kietrz,6061,"Subsistence farmers, fishers, hunters and gatherers","Weightlifting,Skimboarding,3D printing,Skiing",66,294,Married with kids,4,Visa
276,0,Halina,female,1968-01-13,Wałcz,25533,Wałcz,25533,Food preparation assistants,"Fitness,Candle making,Lego building",14,145,Married,4,Mastercard
277,0,Eryka,female,1976-02-02,Sulejówek,19663,Sulejówek,19663,Market-oriented skilled agricultural workers,"Weightlifting,Origami,Gambling",53,106,Single,,Mastercard
278,0,Franciszek,male,1974-01-01,Łódź,690422,Łódź,690422,Customer services clerks,Sketching,54,199,Single,5,Mastercard
279,0,Bernardyna,female,1953-02-14,Chełmno,19911,Chełm,63333,Information and communications technology professionals,"Squash,Yoga,Kitesurfing",13,182,Single,6,Mastercard
280,0,Jakub,male,1965-06-12,Różan,2755,Różan,2755,"Legal, social and cultural professionals",Kettleballs,45,242,In relationship,5,Visa
281,0,Iwona,female,1965-02-23,Nidzica,13872,Warszawa,1764615,Electrical and electronic trades workers,"Web surfing,Mountaineering,Baseball",71,181,Married,2,Mastercard
282,0,Gracja,female,1988-02-17,Bydgoszcz,352313,Bydgoszcz,352313,Health associate professionals,"Fitness,Stand-up comedy",24,259,In relationship,1,Mastercard
283,0,Ida,female,2000-03-20,Śrem,29845,Śrem,29845,Assemblers,Fitness,98,305,In relationship,3,Mastercard
284,0,Bernardyn,male,1946-12-23,Biskupiec,10539,Racibórz,55189,General and keyboard clerks,Vacation,59,255,Married with kids,2,
285,0,Bogdan,male,1994-12-21,Warszawa,1764615,Bartoszyce,23810,Handicraft and printing workers,,,243,Divorced,6,Mastercard
286,0,Ilona,female,1973-11-22,Łowicz,28704,Kraków,767348,Numerical and material recording clerks,,38,281,In relationship,,Mastercard
287,1,Balbina,female,1995-08-06,Wrocław,638586,Wrocław,638586,Handicraft and printing workers,"Fitness,Power bike,Computer programming",75,190,In relationship,4,Mastercard
288,0,Edwin,male,1966-12-20,Przemyśl,61808,Otwock,44873,Street and related sales and service workers,"Crossfit,scrapbook,Gardening",84,103,Married with kids,2,Mastercard
289,0,Jacek,male,1981-06-12,Bytów,16983,Łęczna,19167,Information and communications technicians,,41,200,Married with kids,4,Mastercard
290,0,Bohdan,male,1971-12-02,Poznań,538633,Poznań,538633,"Subsistence farmers, fishers, hunters and gatherers","Flying,Fishing,Magic",13,213,Married with kids,4,Visa
291,1,Edyta,female,,Szamotuły,18835,Świecie,25924,Business and administration associate professionals,,40,206,In relationship,3,Visa
